,Title,DOI
4235,Interventions for acute otitis externa,10.1002/14651858.CD004740.pub2
4236,Behavioral interventions to reduce the transmission of HIV infection among sex workers and their clients in low‐ and middle‐income countries,10.1002/14651858.CD005272.pub3
4237,Immediate versus deferred delivery of the preterm baby with suspected fetal compromise for improving outcomes,10.1002/14651858.CD008968.pub3
4238,Antiemetic medication for prevention and treatment of chemotherapy‐induced nausea and vomiting in childhood,10.1002/14651858.CD007786.pub3
4239,Stretching to prevent or reduce muscle soreness after exercise,10.1002/14651858.CD004577.pub3
4240,Remote ischaemic conditioning for preventing and treating ischaemic stroke,10.1002/14651858.CD012503.pub2
4241,Normobaric and hyperbaric oxygen therapy for the treatment and prevention of migraine and cluster headache,10.1002/14651858.CD005219.pub3
4242,Probiotics for preventing urinary tract infection in people with neuropathic bladder,10.1002/14651858.CD010723.pub2
4243,Microwave therapy for cervical ectropion,10.1002/14651858.CD006227.pub2
4244,Opioids for cancer‐related pain in children and adolescents,10.1002/14651858.CD012564.pub2
4245,Operative procedures for fissure in ano,10.1002/14651858.CD002199.pub4
4246,Umeclidinium bromide versus placebo for people with chronic obstructive pulmonary disease (COPD),10.1002/14651858.CD011897.pub2
4247,Magnesium sulphate for preventing preterm birth in threatened preterm labour,10.1002/14651858.CD001060.pub2
4248,Swallowing therapy for dysphagia in acute and subacute stroke,10.1002/14651858.CD000323.pub3
4249,Cognitive behavioural interventions for sleep problems in adults aged 60+,10.1002/14651858.CD003161
4250,Antibiotic prophylaxis for leptospirosis,10.1002/14651858.CD007342.pub2
4251,Enteral nutritional therapy for induction of remission in Crohn's disease,10.1002/14651858.CD000542.pub3
4252,Eplerenone for hypertension,10.1002/14651858.CD008996.pub2
4253,Vitamin and mineral supplementation for maintaining cognitive function in cognitively healthy people in mid and late life,10.1002/14651858.CD011906.pub2
4254,Non‐opioid drugs for pain management in labour,10.1002/14651858.CD009223.pub2
4255,Endothelial keratoplasty versus penetrating keratoplasty for Fuchs endothelial dystrophy,10.1002/14651858.CD008420.pub3
4256,Individual participant data meta‐analyses compared with meta‐analyses based on aggregate data,10.1002/14651858.MR000007.pub3
4257,Buflomedil for acute ischaemic stroke,10.1002/14651858.CD009570.pub2
4258,Tirilazad for aneurysmal subarachnoid haemorrhage,10.1002/14651858.CD006778.pub2
4259,Interventions for managing halitosis,10.1002/14651858.CD012213.pub2
4260,Surgery for epilepsy,10.1002/14651858.CD010541.pub3
4261,Fundal pressure during the second stage of labour,10.1002/14651858.CD006067.pub3
4262,Non‐pharmacological therapies for dysphagia in Parkinson's disease,10.1002/14651858.CD002816
4263,Back schools for acute and subacute non‐specific low‐back pain,10.1002/14651858.CD008325.pub2
4264,Topical corticosteroids for treating phimosis in boys,10.1002/14651858.CD008973.pub2
4265,Positive end‐expiratory pressure for resuscitation of newborn infants at birth,10.1002/14651858.CD004341.pub2
4266,Morphine for chronic neuropathic pain in adults,10.1002/14651858.CD011669.pub2
4267,Early planned removal of umbilical venous catheters to prevent infection in newborn infants,10.1002/14651858.CD012142.pub2
4268,Aminoadamantanes versus other antiviral drugs for chronic hepatitis C,10.1002/14651858.CD011132.pub2
4269,Injection allergen immunotherapy for asthma,10.1002/14651858.CD001186.pub2
4270,Artemisinin‐naphthoquine for treating uncomplicated   Plasmodium falciparum malaria,10.1002/14651858.CD011547
4271,The role of high‐frequency oscillations in epilepsy surgery planning,10.1002/14651858.CD010235.pub3
4272,HMG CoA reductase inhibitors (statins) for people with chronic kidney disease not requiring dialysis,10.1002/14651858.CD007784.pub2
4273,Neuraxial anaesthesia for lower‐limb revascularization,10.1002/14651858.CD007083.pub3
4274,Beta‐blockers for hypertension,10.1002/14651858.CD002003.pub5
4275,Oral immunoglobulin for the prevention of rotavirus infection in low birth weight infants,10.1002/14651858.CD003740.pub2
4276,Excimer laser refractive surgery versus phakic intraocular lenses for the correction of moderate to high myopia,10.1002/14651858.CD007679.pub4
4277,Interventions to support return to work for people with coronary heart disease,10.1002/14651858.CD010748.pub2
4278,Advanced sperm selection techniques for assisted reproduction,10.1002/14651858.CD010461.pub3
4279,Antifibrinolytic drugs for acute traumatic injury,10.1002/14651858.CD004896.pub4
4280,Psychosocial interventions for improving quality of life outcomes in adults undergoing strabismus surgery,10.1002/14651858.CD010092.pub4
4281,Microwave thermotherapy for benign prostatic hyperplasia,10.1002/14651858.CD004135.pub3
4282,Positional therapy for obstructive sleep apnoea,10.1002/14651858.CD010990.pub2
4283,Antibiotics for treating community‐acquired pneumonia in people with sickle cell disease,10.1002/14651858.CD005598.pub4
4284,Spinal cord stimulation for cancer‐related pain in adults,10.1002/14651858.CD009389.pub3
4285,Tricyclic drugs for depression in children and adolescents,10.1002/14651858.CD002317.pub2
4286,Sucrose for analgesia in newborn infants undergoing painful procedures,10.1002/14651858.CD001069.pub5
4287,Multidisciplinary care for Guillain‐Barré syndrome,10.1002/14651858.CD008505.pub2
4288,Endovascular coiling versus neurosurgical clipping for people with aneurysmal subarachnoid haemorrhage,10.1002/14651858.CD003085.pub3
4289,Topical NSAIDs for chronic musculoskeletal pain in adults,10.1002/14651858.CD007400.pub3
4290,Interventions to improve outpatient referrals from primary care to secondary care,10.1002/14651858.CD005471.pub2
4291,Comparison of routes for achieving parenteral access with a focus on the management of patients with Ebola virus disease,10.1002/14651858.CD011386.pub2
4292,Ethamsylate for the prevention of morbidity and mortality in preterm or very low birth weight infants,10.1002/14651858.CD004343.pub2
4293,Effectiveness of different nursing handover styles for ensuring continuity of information in hospitalised patients,10.1002/14651858.CD009979.pub2
4294,Interventions for the reduction of prescribed opioid use in chronic non‐cancer pain,10.1002/14651858.CD010323.pub3
4295,Addition to inhaled corticosteroids of long‐acting beta2‐agonists versus anti‐leukotrienes for chronic asthma,10.1002/14651858.CD003137.pub5
4296,Antidepressants for depressed elderly,10.1002/14651858.CD003491.pub2
4297,Mupirocin ointment for preventing Staphylococcus aureus infections in nasal carriers,10.1002/14651858.CD006216.pub2
4298,Acetylsalicylic acid (aspirin) for schizophrenia,10.1002/14651858.CD012116.pub2
4299,Penicillamine for treating rheumatoid arthritis,10.1002/14651858.CD001460
4300,Calcineurin inhibitor minimisation versus continuation of calcineurin inhibitor treatment for liver transplant recipients,10.1002/14651858.CD008852.pub2
4301,Oxygen therapy for lower respiratory tract infections in children between 3 months and 15 years of age,10.1002/14651858.CD005975.pub3
4302,Pimozide for schizophrenia or related psychoses,10.1002/14651858.CD001949.pub3
4303,Hormone replacement therapy for cognitive function in postmenopausal women,10.1002/14651858.CD003122.pub2
4304,Timing of prophylactic uterotonics for the third stage of labour after vaginal birth,10.1002/14651858.CD006173.pub2
4305,Corticosteroids for tuberculous pleurisy,10.1002/14651858.CD001876.pub3
4306,Formula versus donor breast milk for feeding preterm or low birth weight infants,10.1002/14651858.CD002971.pub5
4307,Anticoagulation for perioperative thromboprophylaxis in people with cancer,10.1002/14651858.CD009447.pub3
4308,Olanzapine versus other atypical antipsychotics for schizophrenia,10.1002/14651858.CD006654.pub2
4309,"Non‐pharmacological interventions for perceptual disorders following stroke and other adult‐acquired, non‐progressive brain injury",10.1002/14651858.CD007039.pub2
4310,"Biologics, colchicine, corticosteroids, immunosuppressants and interferon‐alpha for Neuro‐Behçet's Syndrome",10.1002/14651858.CD010729.pub2
4311,Pars plana vitrectomy versus scleral buckling for repairing simple rhegmatogenous retinal detachments,10.1002/14651858.CD009562.pub2
4312,Maternal position during caesarean section for preventing maternal and neonatal complications,10.1002/14651858.CD007623.pub3
4313,Lumbar supports for prevention and treatment of low back pain,10.1002/14651858.CD001823.pub3
4314,Occupational safety and health enforcement tools for preventing occupational diseases and injuries,10.1002/14651858.CD010183.pub2
4315,Immunosuppressive drug therapy for preventing rejection following lung transplantation in cystic fibrosis,10.1002/14651858.CD009421.pub4
4316,Workplace lighting for improving alertness and mood in daytime workers,10.1002/14651858.CD012243.pub2
4317,Dipeptidyl‐peptidase (DPP)‐4 inhibitors and glucagon‐like peptide (GLP)‐1 analogues for prevention or delay of type 2 diabetes mellitus and its associated complications in people at increased risk for the development of type 2 diabetes mellitus,10.1002/14651858.CD012204.pub2
4318,Speech and language therapy for management of chronic cough,10.1002/14651858.CD013067.pub2
4319,Supported housing for people with severe mental disorders,10.1002/14651858.CD000453.pub2
4320,Topical antiseptics for chronic suppurative otitis media,10.1002/14651858.CD013055.pub2
4321,Post‐exposure passive immunisation for preventing measles,10.1002/14651858.CD010056.pub2
4322,Omega‐3 fatty acids for dialysis vascular access outcomes in patients with chronic kidney disease,10.1002/14651858.CD011353.pub2
4323,Antiviral therapy for Ramsay Hunt syndrome (herpes zoster oticus with facial palsy) in adults,10.1002/14651858.CD006851.pub2
4324,"Diet or exercise, or both, for weight reduction in women after childbirth",10.1002/14651858.CD005627.pub3
4325,Techniques for caesarean section,10.1002/14651858.CD004662.pub2
4326,Correctors (specific therapies for class II CFTR mutations) for cystic fibrosis,10.1002/14651858.CD010966.pub2
4327,Wound‐care teams for preventing and treating pressure ulcers,10.1002/14651858.CD011011.pub2
4328,Interventions for squamous cell carcinoma of the conjunctiva in HIV‐infected individuals,10.1002/14651858.CD005643.pub3
4329,Tailored interventions based on sputum eosinophils versus clinical symptoms for asthma in children and adults,10.1002/14651858.CD005603.pub3
4330,Stopping long‐acting beta2‐agonists (LABA) for adults with asthma well controlled by LABA and inhaled corticosteroids,10.1002/14651858.CD011306.pub2
4331,Systemic therapy for treating locoregional recurrence in women with breast cancer,10.1002/14651858.CD002195
4332,Closure versus non‐closure of the peritoneum at caesarean section: short‐ and long‐term outcomes,10.1002/14651858.CD000163.pub2
4333,Vigabatrin versus carbamazepine monotherapy for epilepsy,10.1002/14651858.CD008781.pub3
4334,Phytoestrogens for menopausal vasomotor symptoms,10.1002/14651858.CD001395.pub4
4335,Rehabilitation for distal radial fractures in adults,10.1002/14651858.CD003324.pub3
4336,Transabdominal pre‐peritoneal (TAPP) vs totally extraperitoneal (TEP) laparoscopic techniques for inguinal hernia repair.,10.1002/14651858.CD004703.pub2
4337,Eversion versus conventional carotid endarterectomy for preventing stroke,10.1002/14651858.CD001921
4338,Interim PET‐results for prognosis in adults with Hodgkin lymphoma: a systematic review and meta‐analysis of prognostic factor studies,10.1002/14651858.CD012643.pub3
4339,Interventions for preventing unintended pregnancies among adolescents,10.1002/14651858.CD005215.pub3
4340,"Optimal time for initiation of antiretroviral therapy in asymptomatic, HIV‐infected, treatment‐naive adults",10.1002/14651858.CD008272.pub2
4341,Benzodiazepines for antipsychotic‐induced tardive dyskinesia,10.1002/14651858.CD000205.pub3
4342,Interventions for preventing hamstring injuries,10.1002/14651858.CD006782.pub2
4343,Home fortification of foods with multiple micronutrient powders for health and nutrition in children under two years of age,10.1002/14651858.CD008959.pub3
4344,alemtuzumab versus interferon beta 1a for relapsing‐remitting multiple sclerosis,10.1002/14651858.CD010968.pub2
4345,Intraoperative neuromonitoring versus visual nerve identification for prevention of recurrent laryngeal nerve injury in adults undergoing thyroid surgery,10.1002/14651858.CD012483.pub2
4346,Interventions for chronic pruritus of unknown origin,10.1002/14651858.CD013128.pub2
4347,Mosquito repellents for malaria prevention,10.1002/14651858.CD011595.pub2
4348,Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing assisted reproduction,10.1002/14651858.CD011537.pub3
4349,Mechanical versus manual chest compressions for cardiac arrest,10.1002/14651858.CD007260.pub4
4350,Antiviral medications for preventing cytomegalovirus disease in solid organ transplant recipients,10.1002/14651858.CD003774.pub4
4351,Individual and group‐based parenting programmes for the treatment of physical child abuse and neglect,10.1002/14651858.CD005463.pub2
4352,Instruments for assessing readiness to commence suck feeds in preterm infants: effects on time to establish full oral feeding and duration of hospitalisation,10.1002/14651858.CD005586.pub3
4353,Reminder systems to improve patient adherence to tuberculosis clinic appointments for diagnosis and treatment,10.1002/14651858.CD006594.pub3
4354,Antibiotics for acute laryngitis in adults,10.1002/14651858.CD004783.pub5
4355,Families and Schools Together (FAST) for improving outcomes for children and their families,10.1002/14651858.CD012760.pub2
4356,Respiratory function monitoring to reduce mortality and morbidity in newborn infants receiving resuscitation,10.1002/14651858.CD008437.pub2
4357,Direct composite resin fillings versus amalgam fillings for permanent or adult posterior teeth,10.1002/14651858.CD005620.pub2
4358,Narrow‐band ultraviolet B phototherapy versus broad‐band ultraviolet B or psoralen‐ultraviolet A photochemotherapy for psoriasis,10.1002/14651858.CD009481.pub2
4359,Interventions for preventing high altitude illness: Part 2. Less commonly‐used drugs,10.1002/14651858.CD012983
4360,Incentives for smoking cessation,10.1002/14651858.CD004307.pub6
4361,Sclerotherapy versus beta‐blockers for primary prophylaxis of oesophageal variceal bleeding in children and adolescents with chronic liver disease or portal vein thrombosis,10.1002/14651858.CD011659.pub2
4362,Steroid hormones for contraception in women with sickle cell disease,10.1002/14651858.CD006261.pub2
4363,Universal family‐based prevention programs for alcohol misuse in young people,10.1002/14651858.CD009308
4364,Metal‐free materials for fixed prosthodontic restorations,10.1002/14651858.CD009606.pub2
4365,Thoracic endovascular repair (TEVAR) versus open surgery for blunt traumatic thoracic aortic injury,10.1002/14651858.CD006642.pub3
4366,"Catheter type, placement and insertion techniques for preventing catheter‐related infections in chronic peritoneal dialysis patients",10.1002/14651858.CD004680.pub3
4367,Inhaled magnesium sulfate in the treatment of acute asthma,10.1002/14651858.CD003898.pub6
4368,Educational outreach visits: effects on professional practice and health care outcomes,10.1002/14651858.CD000409.pub2
4369,Dopamine versus dobutamine for hypotensive preterm infants,10.1002/14651858.CD001242
4370,Interventions to reduce waiting times for elective procedures,10.1002/14651858.CD005610.pub2
4371,Psychological interventions for antisocial personality disorder,10.1002/14651858.CD007668.pub2
4372,Interventions for clinical and subclinical hypothyroidism pre‐pregnancy and during pregnancy,10.1002/14651858.CD007752.pub3
4373,Peritoneal closure versus no peritoneal closure for patients undergoing non‐obstetric abdominal operations,10.1002/14651858.CD010424.pub2
4374,Platinum‐containing regimens for metastatic breast cancer,10.1002/14651858.CD003374.pub4
4375,Statins for women with polycystic ovary syndrome not actively trying to conceive,10.1002/14651858.CD008565.pub2
4376,Motivational interviewing for smoking cessation,10.1002/14651858.CD006936.pub4
4377,Primary repair for penetrating colon injuries,10.1002/14651858.CD002247
4378,Rooming‐in for new mother and infant versus separate care for increasing the duration of breastfeeding,10.1002/14651858.CD006641.pub3
4379,Occlusal splints for treating sleep bruxism (tooth grinding),10.1002/14651858.CD005514.pub2
4380,"Iodine supplementation for women during the preconception, pregnancy and postpartum period",10.1002/14651858.CD011761.pub2
4381,Lung protective ventilation strategy for the acute respiratory distress syndrome,10.1002/14651858.CD003844.pub4
4382,Induction of labour for improving birth outcomes for women at or beyond term,10.1002/14651858.CD004945.pub4
4383,Routine intraoperative ureteric stenting for kidney transplant recipients,10.1002/14651858.CD004925.pub3
4384,Ergonomic positioning or equipment for treating carpal tunnel syndrome,10.1002/14651858.CD009600
4385,Antibiotic prophylaxis for bacterial infections in afebrile neutropenic patients following chemotherapy,10.1002/14651858.CD004386.pub3
4386,Interventions for tophi in gout,10.1002/14651858.CD010069.pub2
4387,Dual antibiotics for bronchiectasis,10.1002/14651858.CD012514.pub2
4388,Spironolactone versus placebo or in combination with steroids for hirsutism and/or acne,10.1002/14651858.CD000194.pub2
4389,Slum upgrading strategies involving physical environment and infrastructure interventions and their effects on health and socio‐economic outcomes,10.1002/14651858.CD010067.pub2
4390,Antiretroviral post‐exposure prophylaxis (PEP) for occupational HIV exposure,10.1002/14651858.CD002835.pub3
4391,Interventions for treating postpartum constipation,10.1002/14651858.CD010273.pub2
4392,Prophylactic antibiotics for preventing Gram positive infections associated with long‐term central venous catheters in oncology patients,10.1002/14651858.CD003295.pub3
4393,Embolisation for pulmonary arteriovenous malformation,10.1002/14651858.CD008017.pub5
4394,Medical interventions for high‐grade vulval intraepithelial neoplasia,10.1002/14651858.CD007924.pub3
4395,Steroids for idiopathic sudden sensorineural hearing loss,10.1002/14651858.CD003998.pub3
4396,Diuretics for transient tachypnoea of the newborn,10.1002/14651858.CD003064.pub3
4397,Paracetamol (acetaminophen) for patent ductus arteriosus in preterm or low birth weight infants,10.1002/14651858.CD010061.pub4
4398,Different intensities of glycaemic control for women with gestational diabetes mellitus,10.1002/14651858.CD011624.pub2
4399,Granulocyte‐colony stimulating factors as adjunctive therapy for diabetic foot infections,10.1002/14651858.CD006810.pub3
4400,Hydrogel dressings for treating pressure ulcers,10.1002/14651858.CD011226.pub2
4401,Cognitive‐behavioural interventions for attention deficit hyperactivity disorder (ADHD) in adults,10.1002/14651858.CD010840.pub2
4402,Non‐prescription (OTC) oral analgesics for acute pain ‐ an overview of Cochrane reviews,10.1002/14651858.CD010794.pub2
4403,11C‐PIB‐PET for the early diagnosis of Alzheimer’s disease dementia and other dementias in people with mild cognitive impairment (MCI),10.1002/14651858.CD010386.pub2
4404,Fortification of maize flour with iron for controlling anaemia and iron deficiency in populations,10.1002/14651858.CD010187.pub2
4405,Behavioural and cognitive interventions with or without other treatments for the management of faecal incontinence in children,10.1002/14651858.CD002240.pub4
4406,Irinotecan chemotherapy combined with fluoropyrimidines versus irinotecan alone for overall survival and progression‐free survival in patients with advanced and/or metastatic colorectal cancer,10.1002/14651858.CD008593.pub3
4407,Combined corticosteroid and long‐acting beta2‐agonist in one inhaler versus inhaled corticosteroids alone for chronic obstructive pulmonary disease,10.1002/14651858.CD006826.pub2
4408,Interventions for eye movement disorders due to acquired brain injury,10.1002/14651858.CD011290.pub2
4409,Nutritional supplementation for stable chronic obstructive pulmonary disease,10.1002/14651858.CD000998.pub3
4410,Angiogenesis inhibitors for the treatment of ovarian cancer,10.1002/14651858.CD007930.pub2
4411,Interventions for managing skeletal muscle spasticity following traumatic brain injury,10.1002/14651858.CD008929.pub2
4412,Amniotic membrane transplantation for acute ocular burns,10.1002/14651858.CD009379.pub2
4413,Welfare‐to‐work interventions and their effects on the mental and physical health of lone parents and their children,10.1002/14651858.CD009820.pub3
4414,Structured telephone support or non‐invasive telemonitoring for patients with heart failure,10.1002/14651858.CD007228.pub3
4415,Laparoscopic surgery for presumed benign ovarian tumor during pregnancy,10.1002/14651858.CD005459.pub3
4416,Probiotics for preventing ventilator‐associated pneumonia,10.1002/14651858.CD009066.pub2
4417,Tiotropium for stable chronic obstructive pulmonary disease,10.1002/14651858.CD002876.pub2
4418,Peritoneal dialysis for acute kidney injury,10.1002/14651858.CD011457.pub2
4419,Disclosing to parents newborn carrier status identified by routine blood spot screening,10.1002/14651858.CD003859.pub2
4420,Surgery for nonarteritic anterior ischemic optic neuropathy,10.1002/14651858.CD001538.pub4
4421,"Single dose oral codeine, as a single agent, for acute postoperative pain in adults",10.1002/14651858.CD008099.pub2
4422,Interventions to increase attendance for diabetic retinopathy screening,10.1002/14651858.CD012054.pub2
4423,Prophylactic intravenous calcium therapy for exchange blood transfusion in the newborn,10.1002/14651858.CD011048.pub2
4424,Electropalatography for articulation disorders associated with cleft palate,10.1002/14651858.CD006854.pub2
4425,Continuous passive motion for preventing venous thromboembolism after total knee arthroplasty,10.1002/14651858.CD008207.pub3
4426,Calcitonin for metastatic bone pain,10.1002/14651858.CD003223.pub2
4427,Pharmacological treatment of depression in patients with a primary brain tumour,10.1002/14651858.CD006932.pub3
4428,Blood pressure‐lowering efficacy of monotherapy with thiazide diuretics for primary hypertension,10.1002/14651858.CD003824.pub2
4429,Over the counter (OTC) artificial tear drops for dry eye syndrome,10.1002/14651858.CD009729.pub2
4430,Surgery for deep venous incompetence,10.1002/14651858.CD001097.pub3
4431,Acupuncture and assisted reproductive technology,10.1002/14651858.CD006920.pub3
4432,Oral contraceptives for functional ovarian cysts,10.1002/14651858.CD006134.pub5
4433,Hypnotherapy for treatment of irritable bowel syndrome,10.1002/14651858.CD005110.pub2
4434,Combined hormonal versus nonhormonal versus progestin‐only contraception in lactation,10.1002/14651858.CD003988.pub2
4435,Psychological interventions for coronary heart disease,10.1002/14651858.CD002902.pub4
4436,Surgical interventions for treating distal tibial metaphyseal fractures in adults,10.1002/14651858.CD010261.pub2
4437,Abdominal drainage to prevent intra‐peritoneal abscess after open appendectomy for complicated appendicitis,10.1002/14651858.CD010168.pub3
4438,Chemotherapy for thymic carcinoma and advanced thymoma in adults,10.1002/14651858.CD008588.pub2
4439,Vitamin D and vitamin D analogues for preventing fractures in post‐menopausal women and older men,10.1002/14651858.CD000227.pub4
4440,Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones,10.1002/14651858.CD010339.pub2
4441,Bronchoscopy‐guided antimicrobial therapy for cystic fibrosis,10.1002/14651858.CD009530.pub4
4442,"The effects of on‐screen, point of care computer reminders on processes and outcomes of care",10.1002/14651858.CD001096.pub2
4443,Collaborative care approaches for people with severe mental illness,10.1002/14651858.CD009531.pub2
4444,Chinese herbal medicine for oesophageal cancer,10.1002/14651858.CD004520.pub7
4445,Topical benzoyl peroxide for acne,10.1002/14651858.CD011154.pub2
4446,Intermittent versus continuous renal replacement therapy for acute renal failure in adults,10.1002/14651858.CD003773.pub3
4447,Tafenoquine for preventing relapse in people with   Plasmodium vivax malaria,10.1002/14651858.CD010458.pub2
4448,Pulse oximetry for perioperative monitoring,10.1002/14651858.CD002013.pub3
4449,Continuous versus intermittent beta‐agonists for acute asthma,10.1002/14651858.CD001115
4450,Propofol for sedation during colonoscopy,10.1002/14651858.CD006268.pub2
4451,Endoscopic scoring indices for evaluation of disease activity in Crohn’s disease,10.1002/14651858.CD010642.pub2
4452,Premedication for anxiety in adult day surgery,10.1002/14651858.CD002192.pub2
4453,Pharmacotherapy for smoking cessation: effects by subgroup defined by genetically informed biomarkers,10.1002/14651858.CD011823.pub2
4454,Spinal immobilisation for trauma patients,10.1002/14651858.CD002803
4455,Prophylaxis for venous thromboembolic disease in pregnancy and the early postnatal period,10.1002/14651858.CD001689.pub3
4456,Package of care for active management in labour for reducing caesarean section rates in low‐risk women,10.1002/14651858.CD004907.pub3
4457,Anti‐IL‐12/23p40 antibodies for induction of remission in Crohn's disease,10.1002/14651858.CD007572.pub3
4458,Negative pressure wound therapy for treating foot wounds in people with diabetes mellitus,10.1002/14651858.CD010318.pub3
4459,Edaravone for acute ischaemic stroke,10.1002/14651858.CD007230.pub2
4460,Pro‐coagulant haemostatic factors for the prevention and treatment of bleeding in people without haemophilia,10.1002/14651858.CD010649.pub2
4461,Granulocyte transfusions for neonates with confirmed or suspected sepsis and neutropenia,10.1002/14651858.CD003956.pub2
4462,Acupuncture for chronic hepatitis B,10.1002/14651858.CD013107.pub2
4463,Pentoxifylline for treatment of sepsis and necrotizing enterocolitis in neonates,10.1002/14651858.CD004205.pub3
4464,Long‐acting beta2‐agonists for chronic asthma in adults and children where background therapy contains varied or no inhaled corticosteroid,10.1002/14651858.CD001385.pub2
4465,Antiplatelet therapy for preventing stroke and other vascular events after carotid endarterectomy,10.1002/14651858.CD001458
4466,Medicinal herbs for hepatitis C virus infection,10.1002/14651858.CD003183
4467,Local interventions for the management of alveolar osteitis (dry socket),10.1002/14651858.CD006968.pub2
4468,Alemtuzumab for patients with chronic lymphocytic leukaemia,10.1002/14651858.CD008078.pub2
4469,Post‐exposure passive immunisation for preventing rubella and congenital rubella syndrome,10.1002/14651858.CD010586.pub2
4470,Extra‐amniotic prostaglandin for induction of labour,10.1002/14651858.CD003092
4471,Dietary calcium supplementation for preventing colorectal cancer and adenomatous polyps,10.1002/14651858.CD003548.pub4
4472,Bisphosphonates for Paget's disease of bone in adults,10.1002/14651858.CD004956.pub3
4473,Universal school‐based prevention programs for alcohol misuse in young people,10.1002/14651858.CD009113
4474,Antenatal and intrapartum interventions for preventing cerebral palsy: an overview of Cochrane systematic reviews,10.1002/14651858.CD012077.pub2
4475,"Oral or parenteral iron supplementation to reduce deferral, iron deficiency and/or anaemia in blood donors",10.1002/14651858.CD009532.pub2
4476,Food fortification with multiple micronutrients: impact on health outcomes in general population,10.1002/14651858.CD011400.pub2
4477,Inhaled steroids and risk of pneumonia for chronic obstructive pulmonary disease,10.1002/14651858.CD010115.pub2
4478,Anticholinergics for symptomatic management of Parkinson´s disease,10.1002/14651858.CD003735
4479,Laparoscopic fundoplication surgery versus medical management for gastro‐oesophageal reflux disease (GORD) in adults,10.1002/14651858.CD003243.pub3
4480,Epidural analgesia for pain relief following hip or knee replacement,10.1002/14651858.CD003071
4481,Yoga for stroke rehabilitation,10.1002/14651858.CD011483.pub2
4482,"Procarbazine, lomustine and vincristine for recurrent high‐grade glioma",10.1002/14651858.CD011773.pub2
4483,Devices and dressings to secure peripheral venous catheters to prevent complications,10.1002/14651858.CD011070.pub2
4484,Chemoradiotherapy versus chemoradiotherapy plus surgery for esophageal cancer,10.1002/14651858.CD010511.pub2
4485,Homeopathic medicines for adverse effects of cancer treatments,10.1002/14651858.CD004845.pub2
4486,Immunotherapy for metastatic renal cell carcinoma,10.1002/14651858.CD011673.pub2
4487,Vitamin D supplementation for prevention of cancer in adults,10.1002/14651858.CD007469.pub2
4488,Cordyceps sinensis (a traditional Chinese medicine) for kidney transplant recipients,10.1002/14651858.CD009698.pub2
4489,Interventions for smoking cessation in people diagnosed with lung cancer,10.1002/14651858.CD011751.pub3
4490,Aripiprazole for autism spectrum disorders (ASD),10.1002/14651858.CD009043.pub3
4491,Interventions for preventing oral mucositis in patients with cancer receiving treatment: cytokines and growth factors,10.1002/14651858.CD011990.pub2
4492,Community wide interventions for increasing physical activity,10.1002/14651858.CD008366.pub3
4493,Fulvestrant for hormone‐sensitive metastatic breast cancer,10.1002/14651858.CD011093.pub2
4494,Antenatal maternal education for improving postnatal perineal healing for women who have birthed in a hospital setting,10.1002/14651858.CD012258.pub2
4495,Water‐based exercise training for chronic obstructive pulmonary disease,10.1002/14651858.CD008290.pub2
4496,Interventions for the prevention and treatment of pes cavus,10.1002/14651858.CD006154.pub2
4497,Kinesthetic stimulation for treating apnea in preterm infants,10.1002/14651858.CD000499
4498,Interventions for treating oral leukoplakia to prevent oral cancer,10.1002/14651858.CD001829.pub4
4499,Nasal intermittent positive pressure ventilation (NIPPV) versus nasal continuous positive airway pressure (NCPAP) for apnea of prematurity,10.1002/14651858.CD002272
4500,Mailuoning for acute ischaemic stroke,10.1002/14651858.CD007028.pub3
4501,Alprazolam for essential tremor,10.1002/14651858.CD009681.pub2
4502,Antioxidant treatments for schizophrenia,10.1002/14651858.CD008919.pub2
4503,Aripiprazole alone or in combination for acute mania,10.1002/14651858.CD005000.pub2
4504,Non‐steroidal anti‐inflammatory drugs for the common cold,10.1002/14651858.CD006362.pub4
4505,Integrated versus non‐integrated orbital implants for treating anophthalmic sockets,10.1002/14651858.CD010293.pub2
4506,Lactational amenorrhoea method for family planning,10.1002/14651858.CD001329.pub2
4507,Fibrin glue for pilonidal sinus disease,10.1002/14651858.CD011923.pub2
4508,Pharmacological interventions versus no pharmacological intervention for ischaemia reperfusion injury in liver resection surgery performed under vascular control,10.1002/14651858.CD007472.pub2
4509,Brief co‐incubation of sperm and oocytes for in vitro fertilization techniques,10.1002/14651858.CD009391.pub2
4510,Opioids compared to placebo or other treatments for chronic low‐back pain,10.1002/14651858.CD004959.pub4
4511,"Catheter impregnation, coating or bonding for reducing central venous catheter‐related infections in adults",10.1002/14651858.CD007878.pub3
4512,Urine tests for Down's syndrome screening,10.1002/14651858.CD011984
4513,Brief school‐based interventions and behavioural outcomes for substance‐using adolescents,10.1002/14651858.CD008969.pub3
4514,Urate oxidase for the prevention and treatment of tumour lysis syndrome in children with cancer,10.1002/14651858.CD006945.pub4
4515,Blue‐light filtering intraocular lenses (IOLs) for protecting macular health,10.1002/14651858.CD011977.pub2
4516,Ataluren and similar compounds (specific therapies for premature termination codon class I mutations) for cystic fibrosis,10.1002/14651858.CD012040.pub2
